close,high,low,open,time,volumefrom,volumeto
6477.77,6477.92,6477.51,6477.88,1536939120,10.36,67106.99
6477.71,6477.78,6477.29,6477.77,1536939180,13.15,85127.18
6476.57,6477.75,6476.57,6477.72,1536939240,26.76,172977.34
6476.39,6476.62,6476.38,6476.57,1536939300,16.96,109883.09
6476.1,6476.39,6476.1,6476.39,1536939360,24.52,158256.71
6477.84,6477.84,6475.9,6476.1,1536939420,68.03,440102.74
6477.16,6477.94,6477.16,6477.84,1536939480,17.44,112917.32
6473.93,6477.16,6473.93,6477.16,1536939540,36.99,239559.95
6473.1,6473.93,6472.94,6473.93,1536939600,12.2,78914.96
6470.58,6472.92,6470.25,6472.92,1536939660,19.86,128677.02
6470.49,6473.91,6470.49,6472.82,1536939720,33.55,217037.96
6468.17,6470.31,6467.6,6470.31,1536939780,26.42,171052.85
6468.91,6468.91,6467.61,6468.17,1536939840,23.54,152111.66
6472.06,6472.06,6468.68,6468.91,1536939900,25.79,166729.31
6471.85,6472.28,6471.55,6472.28,1536939960,13.85,89614.1
6471.9,6471.97,6471.64,6471.68,1536940020,12.05,77941.5
6472.72,6472.72,6470.61,6471.9,1536940080,13.59,87953.3
6473.23,6473.23,6472.26,6472.75,1536940140,22.33,144677.58
6474.42,6474.67,6472.91,6473.23,1536940200,29.47,190849.37
6475.54,6475.54,6473.92,6474.42,1536940260,17.09,110570.76
6476.35,6476.56,6475.54,6475.54,1536940320,7.86,50811.38
6477.15,6477.15,6476.33,6476.35,1536940380,13.64,88296.8
6478.77,6478.82,6477.19,6477.19,1536940440,9.32,60324.21
6481.87,6481.96,6478.73,6478.77,1536940500,98.14,635485.97
6484.21,6484.21,6481.87,6481.87,1536940560,16.62,107651.25
6483.7,6484.52,6483.69,6484.21,1536940620,9.93,64372.24
6484.46,6484.51,6483.7,6483.7,1536940680,17.88,115925.66
6484.48,6484.7,6483.49,6484.46,1536940740,23.62,153018.88
6485.84,6485.84,6484.48,6484.48,1536940800,51.45,333405.36
6495.6,6498.29,6486.78,6486.78,1536940860,185.16,1202668.83
6493.88,6495.79,6493.61,6495.6,1536940920,22.94,149368.55
6496.62,6496.63,6492.8,6493.88,1536940980,26.92,178850.87
6499.57,6499.94,6496.59,6496.62,1536941040,69.62,452902.19
6501.13,6502.2,6499.57,6499.57,1536941100,27.4,178114.59
6501.16,6501.17,6500.78,6501.13,1536941160,21.71,142070.61
6501.44,6501.44,6500.77,6501.16,1536941220,17.35,114268.61
6501.49,6501.78,6501.35,6501.44,1536941280,47.15,308805.31
6500.84,6501.9,6500.84,6501.86,1536941340,32.51,212510.12
6500.16,6501.07,6500.13,6500.84,1536941400,59.3,384910.16
6501.16,6501.16,6500.11,6500.16,1536941460,53.61,348088.4
6500.97,6500.97,6500.24,6500.94,1536941520,27.5,178599.74
6502.01,6502.07,6501.06,6501.09,1536941580,15.94,103640.53
6502.33,6502.33,6501.48,6502.01,1536941640,15.19,99744.48
6501.87,6502.34,6501.83,6502.33,1536941700,29.49,191654.72
6502.84,6502.84,6501.87,6501.87,1536941760,54.14,351603.18
6501.75,6502.84,6501.43,6502.84,1536941820,52.94,344174.86
6508.94,6509.33,6501.75,6501.75,1536941880,286.55,1863498.74
6509.17,6509.5,6508.57,6508.94,1536941940,63.69,414329.17
6505.7,6509.21,6505.53,6509.17,1536942000,83.66,544016.41
6506.67,6506.67,6505.54,6505.7,1536942060,32.62,213750.86
6506.39,6506.73,6506.39,6506.67,1536942120,24.91,163565.06
6506.88,6506.88,6506.3,6506.39,1536942180,22.14,145864.74
6509.4,6509.46,6506.88,6506.88,1536942240,37.19,242487.95
6510.19,6510.2,6509.12,6509.39,1536942300,25.25,164752.94
6512.62,6514.39,6510.19,6510.19,1536942360,117.05,762659.12
6507.54,6512.65,6507.54,6512.62,1536942420,35.16,229528.11
6503.54,6507.54,6503.35,6507.54,1536942480,33.09,215198.44
6498.77,6503.99,6496.98,6503.54,1536942540,90.5,587925.7
6500.54,6501.15,6498.68,6498.77,1536942600,38.33,249056.22
6498.46,6500.54,6497.61,6500.54,1536942660,20.23,132005.3
6500.06,6500.37,6498.44,6498.46,1536942720,41.08,267278.78
6500.98,6500.98,6500.02,6500.06,1536942780,21.49,139340.18
6500.94,6500.98,6500.26,6500.98,1536942840,14.44,93825.77
6501.22,6501.29,6500.41,6500.94,1536942900,13.64,88599.75
6502.7,6502.7,6499.82,6501.22,1536942960,18.73,121650.99
6506.34,6506.34,6502.57,6502.7,1536943020,38.63,251206.03
6504.85,6506.34,6503.66,6506.34,1536943080,19.31,126256.87
6504.98,6505.11,6504.31,6504.85,1536943140,18.74,121600.78
6507.56,6508.07,6504.97,6504.98,1536943200,19.05,123956.61
6507.23,6507.73,6506.9,6507.56,1536943260,34.88,226818.48
6506.54,6507.38,6506.5,6507.23,1536943320,30.32,197129.42
6505.58,6506.59,6505.58,6506.54,1536943380,19.7,128655.04
6505.51,6505.88,6504.64,6505.58,1536943440,26.34,171201.52
6505.48,6505.58,6503.65,6505.51,1536943500,26.42,171703.3
6507.15,6507.15,6505.32,6505.48,1536943560,50.77,330343.43
6520.22,6520.22,6507.43,6507.43,1536943620,120.54,786420.91
6512.38,6521.01,6512.38,6520.22,1536943680,215.85,1407169.44
6509.86,6512.42,6508.95,6512.38,1536943740,16.72,108841.44
